answer_md,category,question,url
"You can instantly update your mobile number and/or email address via the [Account Settings](https://www.cpf.gov.sg/member/ds/account-settings) page with your Singpass.
An SMS or email One-Time PIN (OTP) will be sent to your new mobile or email address for verification before the changes can take effect.",your-cpf-account-and-personal-particulars,How do I inform CPF Board if I have changed my contact details?,https://www.cpf.gov.sg/member/faq/account-services/your-cpf-account-and-personal-particulars/change-of-contact-details
"Members will receive CPF notifications at their email address and/or mobile number registered with us.
Other members can receive your CPF notifications only if they share the same email address or mobile number as you.",your-cpf-account-and-personal-particulars,Would other members receive my CPF notifications if they have registered the same contact detail(s) as me?,https://www.cpf.gov.sg/member/faq/account-services/your-cpf-account-and-personal-particulars/would-others-receive-my-cpf-notifications-if-same-contact-details
"This could happen because:
* You are sharing contact detail(s) with your next-of-kin for handling of CPF matters; or
* Your contact detail is a recycled mobile number/email address registered by another member with us previously; or
* You are using a common business mobile number/email address shared within a company.
If you did not intentionally share your contact details with another member or wish to stop this arrangement, please [write to us](https://www.cpf.gov.sg/eSvc/Web/FeedbackSubscription/Index) with a screenshot of the notification you have received.",your-cpf-account-and-personal-particulars,What should I do if I receive a notification that is not meant for me?,https://www.cpf.gov.sg/member/faq/account-services/your-cpf-account-and-personal-particulars/what-should-i-do-if-i-receive-a-notification-not-meant-for-me
"We understand that some CPF members require help from family members on their CPF matters, and could have registered the same contact information with us.
No further action is needed if your contact details are still valid.
Otherwise, you can update your new contact details via the [Account settings](https://www.cpf.gov.sg/member/ds/account-settings) page with your Singpass.",your-cpf-account-and-personal-particulars,I have reviewed my contact detail(s) and am aware that it is also registered under another family member. Can we continue to share contact detail(s)?,https://www.cpf.gov.sg/member/faq/account-services/your-cpf-account-and-personal-particulars/continue-sharing-contact-details
"Your CPF account will be closed and your CPF savings will be transferred to your bank account if you are no longer a Singapore Citizen or Permanent Resident, as the CPF system is intended to help Singapore Citizens and Permanent Residents retire with peace of mind in Singapore. To transfer your CPF savings, please submit, the [account closure form](/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-do-i-apply-to-close-my-cpf-account-on-grounds-of-leaving).
If you are currently holding onto a pass or permit that enables employment or long term stay in Singapore, your CPF account can only be closed after the legislative changes are made by end of 2023. You may submit your account closure form from January 2024.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my CPF account if I am no longer a Singapore Citizen or Permanent Resident?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-cpf-account-if-i-am-no-longer
"No, your CPF savings will be paid to you in full.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,Can I choose to transfer my CPF savings partially when my CPF account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/can-i-choose-to-withdraw-my-cpf-savings-partially-when-i-close
Your CPF LIFE plan will be terminated and you will receive your CPF LIFE premium balance (if any) together with your CPF savings when your account is closed.,account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my CPF LIFE plan when my CPF account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-cpf-life-plan-when-i-close-my-cpf-account
"The treatment of your investments when your CPF account is closed will depend on the investment scheme you have participated in.
CPF Investment Scheme - Ordinary Account (CPFIS-OA)
We will inform the agent bank to close your CPF Investment Account. The agent bank will then contact you for the, withdrawal# of your investments and cash balance (if any). Your investments will be transferred to your own name and you may thereafter continue servicing your investments using cash or liquidate them as you wish and have the sale proceeds paid to you directly.
# Central Depository (Pte) Ltd (, CDP, ù) imposes a transfer fee of, $10.00 (excluding GST) for every share counter transferred from your CPF Investment Account to your CDP Account.
CPF Investment Scheme - Special Account (CPFIS-SA)
We will inform your product provider(s) to transfer your investment to your own name. Thereafter, you may liquidate them as you wish and have the sale proceeds paid to you directly.
Once transferred, your CPFIS investments and cash balance in your CPF Investment Account will no longer be protected from any claims by your creditors and/or the Official Assignee.
Special Discounted Shares (SDS) scheme
Your discounted Singtel shares will be liquidated. The sale proceeds will be transferred to your bank account along with your CPF savings, after your CPF account is closed.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my investments when my CPF account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-investments-when-i-close-my-cpf-account-upon
"Any remaining monies which you have received through CPF transfers and cash top-ups will be transferred to your bank account after your CPF account is closed. This is subject to, [safeguards to prevent premature withdrawals](https://www.cpf.gov.sg/member/faq/growing-your-savings/retirement-sum-topping-up-scheme/how-does-cpf-board-guard-against-premeditated-early-cpf-withdrawals).",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to the top-ups I had received in my Special or Retirement Account when I close my CPF account?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-the-topups-i-had-received-in-my-special
"No, you do not have to refund your property sale proceeds after your CPF account is closed.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,Do I have to refund the sale proceeds when I sell my property after my CPF account is closed? ,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/do-i-have-to-refund-the-sale-proceeds-when-i-sell-my-property-if
"If you have unpaid tax/MediShield Life premiums/CareShield Life premiums/Outstanding education loan owed to a CPF member,, we may recover the unpaid amount from your CPF savings before transferring the balance to your bank account.
You are encouraged to settle any outstanding liabilities (e.g. insurance, tax and housing liabilities) before your CPF account is closed.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,"What happens to my CPF savings if I have unpaid taxes, MediShield Life premiums or CareShield Life premiums when my account is closed?",https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-cpf-savings-if-i-have-unpaid-taxes-medishield
"You will need to refund the amount transferred, including the interest you would have earned, if you are an ex-Singapore Citizen or Permanent Resident returning to obtain Singapore Citizenship or Permanent Residency.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,Do I need to refund the transferred CPF savings if I decide to obtain Singapore Citizenship or permanent residency again after I have closed my account?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/do-i-need-to-refund-the-withdrawn-cpf-savings-if-i-decide-to
"For enquiries on work permit or employment pass application, please contact Ministry of Manpower at 6438 5122 or send your enquiries to them using the [online feedback service](https://service2.mom.gov.sg/efeedback/Forms/efeedback.aspx).
For enquiries on applying for permanent residency in Singapore, please contact the Immigration & Checkpoints Authority at 6391 6100 or [email them](mailto:ica_feedback@ica.gov.sg).",account-closure-for-non-singapore-citizens-and-non-permanent-residents,Will I be able to return to Singapore for work if I have closed my CPF account?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/will-i-be-able-to-return-to-singapore-for-work-if-i-have-closed
"**For Malaysian Citizens only**
You may complete the [online form](https://form.gov.sg/63573e845cfdb20012171772) for the Board to issue you a cheque for your CPF savings. The Board may request additional supporting documents to assess your eligibility to receive the CPF savings.
You will need your CPF Account Number if you are submitting the online form. If you do not have your CPF Account Number, please refer to the alternative modes under [, For all other non-Singapore Citizens and non-Permanent Residents, ù](https://www.cpf.gov.sg/member/account-services/account-closure/closing-your-account-when-you-leave-singapore), as we are unable to disclose your CPF Account Number over the phone.
**If you have a Singpass or Singapore bank account**
Alternatively, you may close your CPF account via [My Mailbox](https://www.cpf.gov.sg/mymailbox) or [Write to Us](https://www.cpf.gov.sg/member/contact-us/write-to-us) if:
* You have a valid Singpass; or
* You do not have a valid Singpass but have a personal, POSB/DBS/OCBC/UOB bank account maintained under your Singapore NRIC number
Please click [here](/content/dam/web/member/account-services/documents/Alternative%20channels.pdf), for more details.
**For all other non-SC/PR**
**If you are not in Singapore**
You may submit the [account closure form](https://www.cpf.gov.sg/content/dam/web/member/account-services/documents/FORM%20CPF-CA.pdf) and the required [supporting documents](https://www.cpf.gov.sg/content/dam/web/member/account-services/documents/LMdocuments.pdf) by post. You are strongly encouraged to mail in your documents via registered mail.
Both the account closure form and all original supporting documents must be witnessed/certified true by an official of a [Singapore Overseas Mission](https://www.mfa.gov.sg/Overseas-Missions/Find-A-Singapore-Overseas-Mission), with his official seal/stamp duly affixed.
Alternatively, if you are residing in a country which is part of the [Apostille Convention](https://www.hcch.net/en/instruments/conventions/status-table/?cid=41)**:**
* Your documents must first be witnessed and certified true by a Notary Public;
* Thereafter, the notarised documents must be certified by the designated [Competent Authority](https://www.hcch.net/en/instruments/conventions/authorities1/?cid=41) of your country via the issuance of an apostille certificate.
**If you are in Singapore**
To facilitate faster processing, you are strongly encouraged to close your CPF account and transfer your CPF savings to your bank account before leaving Singapore. Once you have left the country, additional verification will be required for forms completed overseas as certification at a Singapore Overseas Mission is required. These may incur additional administrative charges.
Make an [appointment](https://www.cpf.gov.sg/appt/oas/close-acct) to visit the CPF Service Centre to close your CPF account and transfer your CPF savings to your bank account. Please note that no walk-ins are allowed without an appointment.
When visiting the CPF Service Centre, please bring along:
1. Your original copies of the [supporting documents](https://www.cpf.gov.sg/content/dam/web/member/account-services/documents/LMdocuments.pdf) stated on the CPF account closure form.
**If you are below age 21**
Your parent or legal guardian can close your CPF account using this [form](https://www.cpf.gov.sg/content/dam/web/member/account-services/documents/FORM%20CPF-CAC.pdf).",account-closure-for-non-singapore-citizens-and-non-permanent-residents,I am not a Singapore Citizen or Permanent Resident. How do I close my CPF account and transfer my CPF savings to my bank account?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-do-i-apply-to-close-my-cpf-account-on-grounds-of-leaving
"Singapore Overseas Missions located in certain countries can help CPF members residing overseas in witnessing and certification of application forms and documents.
You will need to visit the Singapore Overseas Mission in person. Find out where is the [overseas mission nearest to you](https://www.mfa.gov.sg/Overseas-Missions/Find-A-Singapore-Overseas-Mission).",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What is a Singapore Overseas Mission?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-is-a-singapore-overseas-mission-
"To obtain the letter from Immigrations & Checkpoints Authority (ICA) confirming the cancellation of your Singapore permanent residency, you can contact ICA at 6391 6100 or [email](mailto:ica_feedback@ica.gov.sg) them.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,How can I get the letter from Immigration & Checkpoints Authority confirming the cancellation of my Singapore permanent residency?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-can-i-get-the-letter-from-immigration-checkpoints-authority
"To check the procedure of cancelling your Permanent Resident status for the purpose of closing your CPF account upon leaving Singapore, you can contact Immigration & Checkpoints Authority (ICA) at 6391 6100 or [email](mailto:ica_feedback@ica.gov.sg) them.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,Do I have to go to Singapore to cancel my Permanent Resident status if I am closing my CPF account upon leaving Singapore?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/do-i-have-to-go-to-singapore-to-cancel-my-permanent-resident
"You can choose to receive your CPF savings in three ways when your CPF account is closed:
**1. Bank transfers via Interbank GIRO (IBG) to your Singapore bank account**
**2. Telegraphic transfer to your bank account overseas**
You will need to bear all bank charges:
i. for telegraphic transfer to an overseas bank account
ii. if you provide insufficient bank account details resulting in an unsuccessful telegraphic transfer
**3. Cheque**
i. Please ensure your bank can clear cheques issued in Singapore Dollars
ii. Upon receiving the cheque, please ensure that you bank it in **within six months from the date of issuance**, to avoid paying additional charges for re-issuance of cheques
iii. You will need to bear all bank charges for overseas bank clearance of cheque.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,How will my CPF savings be transferred to my bank account when my CPF account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-will-my-cpf-savings-be-paid-to-me-when-i-close-my-account
"In view of the recent surge in applications to close CPF accounts, the processing duration has been extended up to 14 weeks. We seek your understanding on this matter., **a. Online applications**This is the fastest mode, with average processing time of about 10 weeks from the point of form submission. The processing duration may be longer if additional supporting documents are required., **b. Applications by post or in-person**The average processing time is about 14 weeks from the time we have received all required documents. Please note this excludes the time taken to transfer your CPF savings to your bank account, as it depends on the payment mode. If the volume of applications is high, the processing duration may be longer., After your account is closed, the general time taken to receive your CPF savings will depend on the payment mode:1. **Bank transfer via Interbank GIRO to a bank account in Singapore:** Two working days;
2. **Telegraphic transfer:** Five to twelve working days; or
3. **Cheque:** The time taken for the cheque to reach you will depend on your country, s courier service.
Please only contact us to check on your account closure status if you have yet to receive a response from us **after four months from the time you requested the Board to close your account**., We seek your understanding that we will not be responding to any enquiries prior to that.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,When can I expect to receive my CPF savings upon account closure?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-long-does-it-take-to-process-my-application-to-close-my-cpf
"If you are not a Singapore Citizen or Permanent Resident before 1 March 2024
You may close your CPF account and transfer your CPF savings to your bank account at any time. If you do not do so by 31 March 2024, your CPF account will be **[automatically closed](/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-when-my-cpf-account-is-closed-and-i-have-yet-to)** on 1 April 2024.
If you renounced Singapore Citizenship or Permanent Residency from 1 March 2024
You may close your CPF account and transfer your CPF savings to your bank account when your renunciation is completed, i.e. when you are not a Singapore Citizen or Permanent Resident. If you do not do so, your CPF account will be automatically closed in the month following your renunciation; i.e. if you are no longer a Singapore Citizen or Permanent Resident in March 2024, your account will be closed in April 2024.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,When will my CPF account be closed if I am not a Singapore Citizen or Permanent Resident?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/when-will-my-cpf-account-be-closed-if-i-am-not-a-singapore-c
"Any remaining savings will stop earning the prevailing CPF interest. As a concession, these savings will earn the commercial Singapore bank interest rate until 31 March 2027. Thereafter, no interest will be paid. You may still transfer the remaining savings to your bank account, at any time.
Your participation in all the schemes administered by the CPF Board will also cease. Please refer to the section [""Schemes' participation upon account closure""](/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents ""Schemes participation upon account closure"") for more information regarding schemes,  participation when your CPF account is closed.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens when my CPF account is closed and I have yet to transfer my CPF savings to my bank account?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-when-my-cpf-account-is-closed-and-i-have-yet-to
"Due to difficulties in authenticating a caller, s identity over the phone and email, we seek your understanding that the Board is unable to disclose any information relating to a specific CPF account via phone and email. This is for your own protection.
Your full CPF balances will be transferred to your bank account once you have [closed your CPF account](https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-do-i-apply-to-close-my-cpf-account-on-grounds-of-leaving).",account-closure-for-non-singapore-citizens-and-non-permanent-residents,"How can I request information regarding my CPF balances, CPF interest earned or, my CPF transaction statement?",https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-do-i-find-out-my-cpf-balances
"Yes, all non-Singapore Citizens and Permanent Residents (including Malaysian citizens residing in West Malaysia) not holding onto a pass or permit that enables employment or long term stay in Singapore, may close their accounts with immediate effect.
From January 2024, legislation changes will be made to allow all other non-Singapore Citizens and non-Permanent Residents to close their account, without further restrictions.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,Are all non-Singapore Citizens and non-Permanent Residents eligible for account closure?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/are-all-non-singapore-citizens-and-non-permanent
"I have used another CPF member, s CPF savings for my education
If you have an outstanding CPF education loan owing to another CPF member, your CPF savings may be used to pay the education loan before transferring the remaining CPF savings to your bank account. In the event that your CPF savings are not sufficient to cover your full education loan, your repayment liability remains even after your CPF account is closed.
I have used my CPF savings for my own education or my child/spouse/sibling/relative, s education
The repayment of all such outstanding CPF Education Loans to you will be waived.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my CPF savings if I have an outstanding CPF education loan when my account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-cpf-savings-if-i-have-an-outstanding-cpf-
"Once your CPF account is closed, the surrender value of your annuity, if any, will be payable to you directly in the event of termination of the annuity(ies) or to your beneficiary upon your demise.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens if I used my Retirement Account (RA) savings to purchase annuity(ies) under the Retirement Sum Scheme (RSS) or used my annuity(ies) to apply for exemption from setting aside a retirement sum?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-if-i-used-my-retirement-account-ra-savings
"If you are a non-SC/non-PR covered under MediShield Life/ ElderShieldbefore 1 March 2024,
(i) your cover(s) will cease unless you inform us of your wish to continue your cover(s) via [Write to Us](https://www.cpf.gov.sg/member/contact-us/write-to-us) and make alternative payment arrangement for the premiums to be paid.
(ii) ElderShield policyholders with paid-up policies will remain covered and no further action is required from this group.
[For more details on MediShield Life](https://www.cpf.gov.sg/member/faq/healthcare-financing/medishield-life/what-will-happen-to-my-msl-cover-renounced-sc-pr)
[For more details on ElderShield](https://www.cpf.gov.sg/member/faq/healthcare-financing/eldershield/what-will-happen-to-my-esh-cover-renounced-sc-pr)",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my MediShield Life/ElderShield plans when my account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-medishield-life
"With effect from 1 March 2024, the outstanding MediSave payable will be waived automatically when you renounce your Singapore Citizenship or Permanent Residency.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my CPF contributions if I have outstanding MediSave payable as a self-employed person when my CPF account is closed? ,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-cpf-contributions0
"When you have renounced your Singapore Citizenship or Permanent Residency, your HPS cover will cease upon the sale of your HDB flat or at the end of the current HPS policy year, whichever is earlier. There will be no further renewal of your HPS cover, even if you are in the process of selling your HDB flat, as the scheme is only applicable to Singapore Citizens and Permanent Residents.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What happens to my Home Protection Scheme (HPS) cover when my account is closed?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-home-protection
"Your Dependants,  Protection Scheme (DPS) cover will be terminated as the scheme is only applicable to Singapore Citizens and Permanent Residents.
Your DPS insurer will refund the unused DPS premiums for the current policy year to your CPF account. The unused DPS premiums will be paid to you along with your CPF savings, after we have processed your account closure.
If you wish to find out more, please contact your DPS insurer, Great Eastern Life at [dps-sg@greateasternlife.com](mailto:dps-sg@greateasternlife.com).",account-closure-for-non-singapore-citizens-and-non-permanent-residents,"What happens to my Dependants,  Protection Scheme (DPS) cover when my account is closed?",https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-happens-to-my-dependants-protection
"You may [Write to Us](https://www.cpf.gov.sg/writetous ""Write to us"") to request to reinstate your previous Home Protection Scheme (HPS) cover, if your HPS cover has lapsed and you are still the owner of the same HDB flat with an outstanding housing loan under the same mortgagee..
If your HPS cover has ceased for more than six months, the reinstatement of your HPS cover is subject to you being in good health and you would need to provide your health declaration to us. Please visit, [cpf.gov.sg/HPSHealthDeclaration](https://www.cpf.gov.sg/HPSHealthDeclaration) and log in with your Singpass to submit the form.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What do I need to do to restore my lapsed Home Protection Scheme (HPS) cover after I obtained Singapore Citizenship or Permanent Residency again?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-do-i-need-to-do-to-restore-my-home
Please contact Great Eastern Life at [dps-sg@greateasternlife.com](mailto:dps-sg@greateasternlife.com) for more information on your eligibility to re-join the scheme.,account-closure-for-non-singapore-citizens-and-non-permanent-residents,"What do I need to do to restore my Dependants,  Protection Scheme (DPS) cover after I have obtained Singapore Citizenship or Permanent Residency again? ",https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-do-i-need-to-do-to-restore-my-dependants-protection
"Please notify the Board via [My Mailbox](https://www.cpf.gov.sg/mymailbox) or [Write to Us](https://www.cpf.gov.sg/member/contact-us/write-to-us) if you have not received your cheque within three months from the point of form submission.
Should there be any exceptions, please note that you will need to bear all administrative charges following the re-issuance of the cheque.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What can I do if I have not received my cheque or my cheque has expired?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-can-i-do-if-i-have-not-received-my-cheque
"The next of kin will have to [inform CPF Board of his death](https://www.cpf.gov.sg/member/faq/account-services/distribution-of-cpf-savings-upon-member-s-passing), with the original death certificate. Thereafter, the deceased, s remaining savings will be [distributed to his beneficiaries](https://www.cpf.gov.sg/member/faq/account-services/distribution-of-cpf-savings-upon-member-s-passing/what-happens-to-a-members-cpf-savings-when-he-passes-away), depending on whether he had made a valid CPF nomination before his passing.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,What if a non-Singapore Citizen or Permanent Resident with a CPF account has passed away before he had closed his account and transferred all his CPF savings?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/what-if-a-non-singapore-citizen-or-permanent-resident-with-a
"For more information, please call us at 6776 6776.",account-closure-for-non-singapore-citizens-and-non-permanent-residents,How can I find out more information on Account Closure for non-Singaporeans and non-Permanent Residents?,https://www.cpf.gov.sg/member/faq/account-services/account-closure-for-non-singapore-citizens-and-non-permanent-residents/how-can-i-find-out-more-information-on-account-closure
"The CPF Education Loan Scheme is a loan scheme which allows you to use your Ordinary Account (OA) savings to pay for your own, children, s, spouse, s, siblings' or relatives' subsidised tuition fees.
Only [full-time subsidised diploma, ã, ã/degree courses at Approved Educational Institutions (AEIs)](/member/faq/other-schemes/cpf-education-loan-scheme/what-courses-are-covered-by-the-cpf-education-loan-scheme) are covered under this loan scheme. The student would need to start repaying the principal amount withdrawn plus the accrued interest in cash, to your CPF account, one year after graduation or termination of studies, whichever is earlier.
If the institution or course does not fall under this scheme, you and the student can consider taking up a loan with the commercial banks or approaching the institution for other financial assistance options.",cpf-education-loan-scheme,What is the CPF Education Loan Scheme?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/what-is-the-cpf-education-loan-scheme-
"Students in polytechnics and autonomous universities can apply for the Tuition Fee Loan to cover a portion of their tuition fee. The table below shows a quick guide on MOE Tuition Fee Loan.![MOE Tuition Fee Loan](/content/dam/web/member/faq/other-schemes/images/MOETuitionFeeLoan.png)
Additionally, being a loan from MOE, the TFL repayment and interest can be suspended in periods of economic downturn. For instance, MOE has suspended the TFL repayment and interest from 1 June 2020 to 30 September 2021 to support households affected by Covid-19, and had done so in the past as well. On the other hand, repayment of the CPF education loan and interest cannot be suspended as it is to restore the member, s CPF savings for his retirement needs, and retirement security remains important, if not more so, during economic downturns.",cpf-education-loan-scheme,What is the MOE Tuition Fee Loan (TFL)?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/what-is-the-moe-tuition-fee-loan
"The Post-Secondary Education Account (PSEA) is part of the Post-Secondary Education Scheme to help parents save for their children, s post-secondary education. The PSEA is administered by MOE and is opened automatically for all eligible Singaporeans.
Funds in your Post-Secondary Education Account (PSEA) can be used to pay for your own or your siblings,  approved programmes in MOE's [list of approved institutions](https://www.moe.gov.sg/financial-matters/psea/how-to-use).
It can also be used to repay approved financing schemes such as loans under the CPF Education Loan Scheme and MOE Tuition Fee Loan taken for studies in autonomous universities, polytechnics, ITE (Diploma), and art institutions.
To check your PSEA fund balance, you can call the, MOE, s 24-hour automated PSEA hotline at 62600777 to check your balance. Latest PSEA balance information will be updated every Wednesday., **Closure of, PSEA**The PSEA will be closed around the middle of the year in which you turn 31. Any unused funds in the PSEA will be transferred to your CPF-OA. Once transferred to CPF-OA, it cannot be reversed to PSEA and will be subjected to CPF-OA usage rules., For student who took up CPF Education Loan or MOE Tuition Fee Loan to finance their education, you may consider using PSEA funds to repay your outstanding education loan before it, s transferred to your CPF-OA.
Alternatively, you can opt to transfer the balance to your sibling, s existing PSEA (if applicable) when you receive the transfer option letter from MOE in the year you turn 31 years old.
For more information on PSEA, please visit [MOE PSEA website](https://www.moe.gov.sg/financial-matters/psea)",cpf-education-loan-scheme,What is the MOE Post-Secondary Education Account (PSEA)?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/what-is-the-moe-post-secondary-education-account--psea--
"You may need to consider the following before deciding on a loan type for your education:
* What other loan options are you and the student eligible for besides the CPF Education Loan Scheme?
* How much CPF savings can you use under the CPF Education Loan Scheme? Is it sufficient to fully finance the course?
* If using CPF, how would it affect your housing needs (if any) and retirement planning?
* How does the estimated loan repayment period affect the total interest to be paid?",cpf-education-loan-scheme,What do I need to consider before deciding which education loan to take?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/what-do-i-need-to-consider-before-deciding-which-education-loan-
"**Useful websites on financial assistance offered at Approved Educational Institutions:**
| | |
| --- | --- |
| **Institute of Technical Education** | [Institute of Technical Education](https://www.ite.edu.sg/life-at-ite/student-services/financial-assistance) |
| **Institute of the Arts** | [LASALLE College of the Arts (Diploma)](https://www.lasalle.edu.sg/admissions/diploma-admissions/scholarship-financial-support)[LASALLE College of the Arts (Undergraduate)](https://www.lasalle.edu.sg/admissions/ba-hons-admissions/scholarship-financial-support)[Nanyang Academy of Fine Arts](https://www.nafa.edu.sg/admissions/scholarships-financial-aid-schemes) |
| **Ministry of Education** | [Ministry of Education](https://www.moe.gov.sg/financial-matters/financial-assistance) |
| **Polytechnics** | [Nanyang Polytechnic](https://www.nyp.edu.sg/admissions/full-time-diploma/financial-matters-financial-assistance.html)[Ngee Ann Polytechnic](https://www.np.edu.sg/admissions-enrolment/guide-for-prospective-students/aid)[Republic Polytechnic](https://www.rp.edu.sg/financial-assistance/financial-assistance)[Singapore Polytechnic](https://www.sp.edu.sg/sp/student-services/ssc-overview/student-support/financial-assistance/overview)[Temasek Polytechnic](https://www.tp.edu.sg/fees-and-financial-matters/financial-assistance-schemes#tab1) |
| **Universities** | [Nanyang Technological University](https://www.ntu.edu.sg/admissions/undergraduate/financial-matters/financial-aid)[National University of Singapore](http://www.nus.edu.sg/oam/financial-aid)[Singapore Institute of Technology](https://www.singaporetech.edu.sg/admissions/financial-aid)[Singapore Management University](https://www.smu.edu.sg/campus-life/financial-matters/financial-assistance-schemes)[Singapore University of Social Sciences](https://www.suss.edu.sg/part-time-undergraduate/admissions/financial-aid)[Singapore University of Technology and Design](https://www.sutd.edu.sg/financialaid) |",cpf-education-loan-scheme,What are the Financial Assistance offered at Approved Educational Institutions?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/what-are-the-financial-assistance-offered-at-approved-educationa
